X,Y,OBJECTID,DeviceId,DeviceRef,DeviceName,DeviceText,SubBuildingName,BuildingName,BuildingNumber,Thoroughfare,Street,DoubDep_Locality,Dep_Locality,PostTown,County,PostCode,UPRN,LocationShDesc,LocationLgDesc,Manufacturer,Model,PublishStatusID,DateCreated,DateUpdated,Attribution,OwnOrgName,OwnSchemeCode,OwnWebsite,OwnTelephoneNo,CtlOrgName,CtlSchemeCode,CtlWebsite,CtlTelephoneNo,Open24Hours,DeviceNetworks,DeviceStatus,PublishStatus,DeviceValidated,Moderated,LastUpdated,LastUpdatedBy,PaymentReq,PaymentDet,SubsRequired,SubsDetails,ParkingFees,ParkingFeesDet,ParkingFeesUrl,AccRestrict,AccRestrictDet,PhysRestrict,PhysRestrictText,OnStreet,LocationType,Bearing,Access24Hours,Easting,Northing,Latitude,Longitude
339983.1923,170977.178099999,77,e334ac377a60327fe8e5ec0b66c7432b,GP10837,Shell Salthouse Clevedon,,,,,Old Church Road,,,,Clevedon,Avon,BS21 7TU,,,,EV Tronic,Rapid,1,2018/09/26 12:06:30+00,2019/08/27 09:46:09+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,C222,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2019/08/27 09:46:09+00,Equans EV Solutions,Yes,visit www.geniepoint.co.uk,No,,No,,visit www.geniepoint.co.uk,No,,No,,No,Service station,,No,339983.19234013,170977.17805427,51.434598,-2.864778
360417.2944,182870.9868,78,64f956da2138c3661918ba49b68beae2,GP10683,The Aztec Centre,,,The Aztex Centre,,Park Avenue ,,,,Almondsbury,Bristol,BS32 4TD,,,,Siemens,QC45 Rapid,1,2018/11/29 12:41:01+00,2022/01/19 12:20:27+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,C222,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2022/01/19 12:20:27+00,Equans EV Solutions,Yes,visit www.geniepoint.co.uk,No,,No,,visit www.geniepoint.co.uk,No,,No,,No,Other,,No,360417.29437932,182870.98676109,51.543337,-2.572174
360389.4162,182782.5638,79,2ef71cbbdf71f4b87711026b12e879da,GP11010,Aztec Centre,,,,,The Aztec Centre,,,,Almondsbury,Bristol,BS32 4TD,,,,Alfen,EVE 22kw,1,2019/09/18 15:02:06+00,2020/01/07 15:52:01+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2019/10/12 17:40:10+00,Deprecated 2,Yes,visit www.geniepoint.co.uk,No,,No,,visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,360389.41620242,182782.56375928,51.54254,-2.572566
360389.4162,182782.5638,80,8f71dcdcfd43f4ac0f51a751ddcac943,GP10955,The Aztec Centre,,,,,The Aztec Centre,,,,Almondsbury,South Gloucestershire,BS32 4TD,,,,Alfen,EVE 22kw,1,2019/09/18 15:08:41+00,2020/01/07 15:52:24+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2019/10/12 17:40:30+00,Deprecated 2,Yes,visit www.geniepoint.co.uk,No,,No,,visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,360389.41620242,182782.56375928,51.54254,-2.572566
361895.6268,175185.8379,81,3d361aa9c7bdc9a1ef68ea783b2b211e,RV00002,Eastville,,,,,Park Avenue,,,,Eastville,Bristol,BS5 6QL,,,,Efacec,QC45 Rapid,1,2019/11/15 13:01:54+00,2021/10/18 09:06:34+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2021/10/18 10:06:34+00,Equans EV Solutions,Yes,visit www.geniepoint.co.uk,No,,No,,visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,361895.62684002,175185.83794027,51.474341,-2.550023
358426.0274,167552.1852,82,0479a503cab7be721413b766cb6a1ac9,GP17079,Morrisons Bristol Hartcliffe,,,,,Wm Morrison Supermarkets PLC,Peterson Avenue,,,Hartcliffe,Bristol,BS13 0BE,,,,Starcharge,Jupiter,1,2019/11/26 15:15:25+00,2023/02/16 13:31:26+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2023/01/27 17:06:23+00,Equans EV Solutions,Yes,www.geniepoint.co.uk,No,,No,,www.geniepoint.co.uk,No,,No,,No,Retail car park,,No,358426.02740323,167552.18519496,51.405461,-2.599077
357623.2758,163111.4213,83,311e67bc548807edb371432ab79774c6,The Pelican Inn,The Pelican Inn,,,,, 10 South Parade,Chew Magna,,,Bristol,Bristol,BS40 8SL,,,,Other,Delta Wallbox,1,2019/12/04 11:54:12+00,2020/08/21 09:39:50+00,Alfa Power,Alfa Power,alfa,http://www.alfapower.co.uk/,0113 335 1765,Alfa Power,alfa,http://www.alfapower.co.uk/,0113 335 1765,,Alfa Power,In service,Published,0,Y,2020/08/21 10:39:50+00,Alfa Power,Yes,RFID fob and My Alfa Power App,No,,No,,,No,,No,,No,Hotel / Accommodation,,No,357623.27577832,163111.42125184,51.365473,-2.610087
375636.7387,165929.793099999,84,652901ebfb11a3676763839aa0a4c33f,GP17071,Morrisons Bath,,,Wm Morrison Supermarkets PLC,, London Road,,,,Bath,Bath and North East Somerset,BA1 6AE,,,,Starcharge,Jupiter,1,2019/12/05 08:29:02+00,2023/02/16 13:30:11+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2023/01/27 17:00:22+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Retail car park,,No,375636.73874375,165929.79307388,51.391876,-2.35154
359480.1416,172299.1458,85,f742765954dad7b75b5f93432cb8465c,RV00005,Templegate Car Park,,,Templegate Car Park,Templegate House,Templegate,,,,Bristol,City of Bristol,BS1 6PX,,,,Efacec,QC45 Rapid,1,2019/12/23 12:03:05+00,2021/03/09 15:59:30+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2019/12/23 17:37:55+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,359480.1416171,172299.14577827,51.448218,-2.584469
358481.1359,173032.157500001,86,d0dc2b0962c01d6b64275a971ca3158a,RV01011,Trenchard Car Park,,,Trenchard Car Park,Trenchard Street,,,,,Bristol,City of Bristol,BS1 5AN,,,,Alfen,Eve Fast,1,2019/12/23 13:55:34+00,2019/12/23 13:55:34+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,358481.13585466,173032.15748378,51.454736,-2.59893
358481.1359,173032.157500001,87,9c7665e03d528d1838f10c9c837e36e9,RV01014,Trenchard Car Park,,,Trenchard Car Park,Trenchard Street,,,,,Bristol,City of Bristol,BS1 5AN,,,,Alfen,Eve Fast,1,2019/12/23 13:59:55+00,2019/12/23 13:59:55+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,358481.13585466,173032.15748378,51.454736,-2.59893
358732.13,172305.1823,88,a81438d0412b464915b7a283c671b0cf,RV01010,The Grove Car Park,,,The Grove Car Park,The Grove,,,,,Bristol,City of Bristol,BS1 4RB,,,,Alfen,Eve Fast,1,2019/12/23 14:07:12+00,2019/12/23 14:07:12+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,358732.13003733,172305.18231235,51.448218,-2.595233
357747.1335,173120.191400001,89,ea2a6f3bb6028ac150aaed0ded9023ab,RV01017,West End Car Park,,,West End Car Park,Berkeley Place,,,,,Bristol,City of Bristol,BS8 1EH,,,,Alfen,Eve Fast,1,2019/12/23 14:16:11+00,2019/12/23 14:16:11+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,357747.13353394,173120.19137393,51.455473,-2.609504
357747.1335,173120.191400001,90,1dcf139ba8f25a7c487f0af16ae7d53b,RV01015,West End Car Park ,,,West End Car Park,Berkeley Place,,,,,Bristol,City of Bristol,BS8 1EH,,,,Alfen,Eve Fast,1,2019/12/23 14:21:50+00,2019/12/23 14:21:50+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,357747.13353394,173120.19137393,51.455473,-2.609504
357747.1335,173120.191400001,91,e757852199c96e39152d28c1efea00c0,RV01016,West End Car Park,,,West End Car Park,Berkeley Place,,,,,Bristol,City of Bristol,BS8 1EH,,,,Alfen,Eve Fast,1,2019/12/23 14:28:51+00,2019/12/23 14:28:51+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,357747.13353394,173120.19137393,51.455473,-2.609504
362760.0275,170017.177200001,92,43a944b4d8dee4aa8a64941d4dde5f33,RV00003,Brislington Park and Ride,,,Brislington Park and Ride,Bath Road,Brislington,,,,Bristol,City of Bristol,BS4 5RU,,,,Efacec,QC45 Rapid,1,2019/12/23 14:35:03+00,2020/02/06 10:09:27+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2019/12/23 17:38:58+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,362760.02750126,170017.17723191,51.427926,-2.537032
362760.0275,170017.177200001,93,0ecbe2d1052ab4f21fd72c5eacbd04b8,RV01001,Brislington Park and Ride,,,Brislington Park and Ride,,Brislington,,,,Bristol,City of Bristol,BS4 5RU,,,,Alfen,Eve Fast,1,2019/12/23 14:42:07+00,2020/02/06 10:10:18+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2019/12/23 15:17:59+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,362760.02750126,170017.17723191,51.427926,-2.537032
362760.0275,170017.177200001,94,5e946476809f30de607f5b0b47ac49a4,RV01002,Brislington Park and Ride,,,Brislington Park and Ride,Bath Road,Brislington,,,,Bristol,City of Bristol,BS4 5RU,,,,Alfen,Eve Fast,1,2019/12/23 14:46:03+00,2020/01/29 11:41:10+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2019/12/23 15:18:33+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,362760.02750126,170017.17723191,51.427926,-2.537032
358098.0545,172694.7619,95,0678da5f429992fbea0dd38e030a8f90,RV01003,College Street Car Park,,,College Street Car Park,St. Georges Road,,,,,Bristol,City of Bristol,BS1 5UU,,,,Alfen,Eve Fast,1,2019/12/23 14:51:57+00,2020/01/29 11:43:12+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2019/12/23 15:18:55+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,358098.05450863,172694.76193891,51.451674,-2.604403
356020.1886,171056.286,96,ae56099c8f56df643a42d951bb172afb,RV01005,Long Ashton Park and Ride,,,Long Ashton Park & Ride,Ashton Road,,,,,Bristol,City of Bristol,BS3 2HB,,,,Alfen,Eve Fast,1,2019/12/23 15:07:00+00,2020/02/06 10:07:58+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2020/02/06 10:07:58+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,356020.18856571,171056.2859528,51.436784,-2.6341
352241.2468,177176.1676,97,c93618deffad09b5327534af45699cd3,RV00004,Portway Park and Ride,,,Portway Park and Ride,,Portway,,,,Bristol,City of Bristol,BS11 9QE,,,,Efacec,QC45,1,2019/12/23 17:01:56+00,2020/05/04 14:50:20+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2020/02/06 10:06:57+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,352241.24681209,177176.16755136,51.491501,-2.689291
358098.0545,172694.7619,98,cae2be3a60e8d453ec372274f39ad13c,RV01004,College Street Car Park,,,College Street Car Park,"	St. Georges Road",,,,,Bristol,City of Bristol,BS1 5UU,,,,Alfen,Eve Fast,1,2019/12/23 17:06:36+00,2019/12/23 17:06:36+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,358098.05450863,172694.76193891,51.451674,-2.604403
356020.1886,171056.286,99,c29eca2a07c0836f99fe240c05cecce7,RV01006,Long Ashton Park & Ride,,,Long Ashton Park & Ride,Ashton Road,,,,,Bristol,City of Bristol,BS3 2H,,,,Alfen,Eve Fast,1,2019/12/23 17:09:55+00,2021/10/18 09:10:52+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2021/10/18 10:10:52+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,356020.18856571,171056.2859528,51.436784,-2.6341
352241.2468,177176.1676,100,e0208aba8eb0e6d27b9a283bd2c786a7,RV01007,Portway Park and Ride,,,Portway Park and Ride,,Portway,,,,Bristol,City of Bristol,BS11 9QE,,,,Alfen,Eve Fast,1,2019/12/23 17:12:23+00,2019/12/23 17:12:23+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,352241.24681209,177176.16755136,51.491501,-2.689291
352241.2468,177176.1676,101,1bb27bea92125775a1bb93823148b64c,RV01008,Portway Park and Ride,,,Portway Park and Ride,,Portway,,,,Bristol,City of Bristol,BS11 9QE,,,,Alfen,Eve Fast,1,2019/12/23 17:14:37+00,2019/12/23 17:14:37+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,352241.24681209,177176.16755136,51.491501,-2.689291
359480.1416,172299.1458,102,b5bac3664df06aece363a410ab49f7cf,RV01009,Templegate Car Park,,,Templegate Car Park,Templegate House,Templegate,,,,Bristol,City of Bristol,BS1 6PX,,,,Alfen,Eve Fast,1,2019/12/23 17:20:10+00,2019/12/23 17:20:10+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,359480.1416171,172299.14577827,51.448218,-2.584469
358481.1359,173032.157500001,103,14dece81fc72843212ea6cc81558dd1a,RV01012,Trenchard Car Park,,,Trenchard Car Park,Trenchard Street,,,,,Bristol,City of Bristol,BS1 5AN,,,,Alfen,Eve Fast,1,2019/12/23 17:22:19+00,2020/01/29 11:39:50+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2020/01/29 11:39:50+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,358481.13585466,173032.15748378,51.454736,-2.59893
358481.1359,173032.157500001,104,4a421463135a0f5e506740db32d16b97,RV01013,Trenchard Car Park,,,Trenchard Car Park,Trenchard Street,,,,,Bristol,City of Bristol,BS1 5AN,,,,Alfen,Eve Fast,1,2019/12/23 17:24:41+00,2020/01/29 11:42:18+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2020/01/29 11:42:18+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,358481.13585466,173032.15748378,51.454736,-2.59893
361895.6268,175185.8379,105,d30cca09053fc7dffbf5576cde094c45,RV00001,Eastville Park,,,Eastville Park,Park Avenue,Eastville,,,,Bristol,City of Bristol,BS5 6QL,,,,Efacec,QC45 Rapid,1,2019/12/23 17:30:28+00,2019/12/23 17:38:22+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2019/12/23 17:38:22+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,361895.62684002,175185.83794027,51.474341,-2.550023
371119.8375,182597.0934,106,f2dc6abbdca7d5c707b9412e2eaafbc3,GP11087,Morrisons Yate,,,Morrisons Yate,Wm Morrison Supermarkets PLC,Station Road,Chipping Sodbury,,,Yate,South Gloucestershire,BS37 5PW,,,,EV Tronic,QC50 Rapid,1,2019/12/24 11:35:21+00,2019/12/24 11:35:21+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Retail car park,,No,371119.83746405,182597.09338276,51.541526,-2.417823
331939.3641,161113.2915,107,c3c5d2bf1b76d998fb84c0d78b1e7e01,T53_2415_014_3,T53_2415_014_3,,,,,,13 Carlton Street,,,Weston Super Mare,Somerset,BS23 1UA,,,,Other,Unknown,1,2020/03/30 16:17:30+00,2020/04/24 08:25:44+00,Shell Recharge Solutions,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,*No Controller,C219,http://www.national-charge-point-registry.uk/,0300 777 0001,,Shell Recharge Solutions,In service,Published,0,Y,2020/03/30 16:44:57+00,Mer,No,,No,,No,,,No,,No,,No,Other,,No,331939.36408413,161113.29150328,51.345006,-2.978584
331939.3641,161113.2915,108,3fc882754b17385d1114c23de0f5f9bf,T53_2415_014_1,T53_2415_014_1,,,,,,13 Carlton Street,,,Weston Super Mare,Somerset,BS23 1UA,,,,Other,Unknown,1,2020/03/30 16:17:31+00,2020/04/24 08:28:26+00,Shell Recharge Solutions,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,*No Controller,C219,http://www.national-charge-point-registry.uk/,0300 777 0001,,Shell Recharge Solutions,In service,Published,0,Y,2020/03/30 16:45:19+00,Mer,No,,No,,No,,,No,,No,,No,Other,,No,331939.36408413,161113.29150328,51.345006,-2.978584
331939.3641,161113.2915,109,33d9bf495ca0d6de25068d635f7de48b,T53_2415_014_2,T53_2415_014_2,,,,,,13 Carlton Street,,,Weston Super Mare,Somerset,BS23 1UA,,,,Other,Unknown,1,2020/03/30 16:17:31+00,2020/04/24 08:29:24+00,Shell Recharge Solutions,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,*No Controller,C219,http://www.national-charge-point-registry.uk/,0300 777 0001,,Shell Recharge Solutions,In service,Published,0,Y,2020/03/30 16:45:37+00,Mer,No,,No,,No,,,No,,No,,No,Other,,No,331939.36408413,161113.29150328,51.345006,-2.978584
337519.6675,162962.795700001,110,7ec66becab0b8ceff045cb4470e09621,ICUEVEMINI900171_1,ICUEVEMINI900171_1,,,,,,1 Brimbleworth Lane,,,Saint Georges,Somerset,BS22 7XS,,,,Alfen,ICU,1,2020/03/30 16:17:33+00,2020/04/24 08:31:29+00,Shell Recharge Solutions,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,*No Controller,C219,http://www.national-charge-point-registry.uk/,0300 777 0001,,Shell Recharge Solutions,In service,Published,0,Y,2020/03/30 16:47:30+00,Mer,No,,No,,No,,,No,,No,,No,Other,,No,337519.66746963,162962.79574492,51.362277,-2.898799
337517.7822,162962.374,111,caa24a38ceed6b3d3063f5bada1d9a3b,NSQC442G-004688_2,NSQC442G-004688_2,,,,,,1 Brimbleworth Lane,,,Saint Georges,Somerset,BS22 7XS,,,,Other,Unknown,1,2020/03/30 16:17:33+00,2020/04/24 08:32:00+00,Shell Recharge Solutions,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,*No Controller,C219,http://www.national-charge-point-registry.uk/,0300 777 0001,,Shell Recharge Solutions,In service,Published,0,Y,2020/03/30 16:47:53+00,Mer,No,,No,,No,,,No,,No,,No,Other,,No,337517.78222074,162962.37398771,51.362273,-2.898826
337517.7822,162962.374,112,8744f300068e6eb0b508488420af3ee2,NSQC442G-004688_1,NSQC442G-004688_1,,,,,,1 Brimbleworth Lane,,,Saint Georges,Somerset,BS22 7XS,,,,Other,Unknown,1,2020/03/30 16:17:33+00,2020/04/24 08:32:25+00,Shell Recharge Solutions,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,*No Controller,C219,http://www.national-charge-point-registry.uk/,0300 777 0001,,Shell Recharge Solutions,In service,Published,0,Y,2020/03/30 16:48:14+00,Mer,No,,No,,No,,,No,,No,,No,Other,,No,337517.78222074,162962.37398771,51.362273,-2.898826
356801.5774,172221.055199999,113,90d60beb748605ceebd6f17551dd5a1d,RV01018,Create Centre - Records Office,,,Create Centre - Records Office,,"Bristol City Council, B Bond Warehouse",Smeaton Road,,,Bristol,City of Bristol,BS1 6XN,,,,Circontrol,Evolve Post,1,2020/04/02 10:30:22+00,2020/05/04 14:46:14+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2020/05/04 14:46:14+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,356801.5774449,172221.05520272,51.447317,-2.623002
374408.3567,165164.896600001,114,ea8cd3e6c4cdf23b1f3854c57d1065e0,RV01019,Charlotte Street Car Park,,,,,Crescent Gardens,,,,Bath,Bath and North East Somerset,BA1 2NA,,,,Circontrol,Evolve Post,1,2020/04/02 11:40:07+00,2020/05/04 14:49:00+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2020/05/04 14:49:00+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,374408.35669701,165164.89664386,51.384944,-2.369139
373117.6569,168016.781400001,115,1a55850e4e1c7d984966c6f61762ecfb,RV01020,Lansdown Park & Ride,,,Lansdown,,,,,,Bath,Bath and North East Somerset,BA1 9BJ,,,,Circontrol,Evolve Post,1,2020/04/02 12:40:15+00,2020/05/04 14:47:58+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2020/05/04 14:47:58+00,Equans EV Solutions,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,373117.65685811,168016.78138917,51.410527,-2.387903
