X,Y,OBJECTID,DeviceId,DeviceRef,DeviceName,DeviceText,SubBuildingName,BuildingName,BuildingNumber,Thoroughfare,Street,DoubDep_Locality,Dep_Locality,PostTown,County,PostCode,UPRN,LocationShDesc,LocationLgDesc,Manufacturer,Model,PublishStatusID,DateCreated,DateUpdated,Attribution,OwnOrgName,OwnSchemeCode,OwnWebsite,OwnTelephoneNo,CtlOrgName,CtlSchemeCode,CtlWebsite,CtlTelephoneNo,Open24Hours,DeviceNetworks,DeviceStatus,PublishStatus,DeviceValidated,Moderated,LastUpdated,LastUpdatedBy,PaymentReq,PaymentDet,SubsRequired,SubsDetails,ParkingFees,ParkingFeesDet,ParkingFeesUrl,AccRestrict,AccRestrictDet,PhysRestrict,PhysRestrictText,OnStreet,LocationType,Bearing,Access24Hours,Easting,Northing,Latitude,Longitude
350370.3569,165557.217599999,227,51de3809ac3f9e03b0fcf3c3098f1e11,PG-83228,Bristol Airport,,,,,,Multi-Storey Car Park,,,Bristol,Somerset,BS48 3DY,,,,,,1,2021/05/04 10:58:58+00,2021/05/04 10:58:58+00,POD Point,Bristol Airport,O63,http://www.bristolairport.co.uk,0871 334 4450,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Other,,No,350370.35691451,165557.21756581,51.386874,-2.714604
350370.3569,165557.217599999,228,92c50cf422ff3aa91114677c489b12f8,PG-83221,Bristol Airport,,,,,,Multi-Storey Car Park,,,Bristol,Somerset,BS48 3DY,,,,,,1,2021/05/04 10:58:58+00,2021/05/04 10:58:58+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Other,,No,350370.35691451,165557.21756581,51.386874,-2.714604
350370.3569,165557.217599999,229,f9084182a25778a8dd2e7124b118e71f,PG-83216,Bristol Airport,,,,,,Multi-Storey Car Park,,,Bristol,Somerset,BS48 3DY,,,,,,1,2021/05/04 10:58:58+00,2021/05/04 10:58:58+00,POD Point,Bristol Airport,O63,http://www.bristolairport.co.uk,0871 334 4450,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Other,,No,350370.35691451,165557.21756581,51.386874,-2.714604
350370.3569,165557.217599999,230,9959ffe4dedb8041d94c104e6e39b1cf,PG-83170,Bristol Airport,,,,,,Multi-Storey Car Park,,,Bristol,Somerset,BS48 3DY,,,,,,1,2021/05/04 10:58:59+00,2021/05/04 10:58:59+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Other,,No,350370.35691451,165557.21756581,51.386874,-2.714604
365255.4561,168748.096000001,231,561b0c9427fda525c4a8a645e4b2170d,PG-83603,Tesco Superstore - Keynsham,,,,,,Bristol Road,,,Bristol,Somerset,BS31 2BA,,,,,,1,2021/05/04 11:35:59+00,2021/05/04 11:35:59+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Retail car park,,No,365255.45606361,168748.0960059,51.416674,-2.501015
347792.8934,170920.460000001,232,e662ffb3c748e8f2c3d77bcda674467d,PG-83655,Tesco Superstore - Nailsea,,,,,,Stock Way North,,,Bristol,Somerset,BS48 1AQ,,,,,,1,2021/05/04 11:36:01+00,2021/05/04 11:36:01+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Retail car park,,No,347792.89341379,170920.45999948,51.434863,-2.752432
350436.8772,165534.8816,233,ac693c347ef0824c46c9aa1e374c25a0,PG-83657,Bristol Airport - Long Stay Car Park,,,,,,Long Stay Car Park,,,Bristol,Somerset,BS48 3DY,,,,,,1,2021/05/04 11:36:01+00,2021/05/04 11:36:01+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Other,,No,350436.87716988,165534.88160318,51.386679,-2.713645
365255.4561,168748.096000001,234,af7db7f1696fc81e5ce16ab255fb3f66,PG-70090,Tesco Superstore - Keynsham,,,,,,Bristol Road,,,Bristol,Somerset,BS31 2BA,,,,,,1,2021/05/04 11:36:02+00,2021/05/04 11:36:02+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Retail car park,,No,365255.45606361,168748.0960059,51.416674,-2.501015
365357.3798,154940.057399999,235,95a62165d7784d4c1e8bbb3bdcb18d56,PG-83778,Tesco Superstore - Midsomer Norton,,,,,,Old Mills,,,Bristol,Somerset,BS39 7SW,,,,,,1,2021/05/04 11:36:02+00,2021/05/04 11:36:02+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Retail car park,,No,365357.37982136,154940.05738875,51.292525,-2.498202
340646.1417,170280.232100001,236,43703beefccb824a8bfac2a1e4a435d2,PG-83819,Tesco Superstore - Clevedon,,,,,,Kenn Road,,,Clevedon,Somerset,BS21 6LH,,,,,,1,2021/05/04 11:36:04+00,2021/05/04 11:36:04+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Retail car park,,No,340646.1416639,170280.23208924,51.428402,-2.855125
347792.8934,170920.460000001,237,2dea229dca88601ba2d08f2e1e46947c,PG-70070,Tesco Superstore - Nailsea,,,,,,Stock Way North,,,Bristol,Somerset,BS48 1AQ,,,,,,1,2021/05/04 11:36:06+00,2021/05/04 11:36:06+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Retail car park,,No,347792.89341379,170920.45999948,51.434863,-2.752432
340646.1417,170280.232100001,238,abf7f48254170f3965a717a1ffb4b833,PG-70062,Tesco Superstore - Clevedon,,,,,,Kenn Road,,,Clevedon,Somerset,BS21 6LH,,,,,,1,2021/05/04 11:36:07+00,2021/05/04 11:36:07+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Retail car park,,No,340646.1416639,170280.23208924,51.428402,-2.855125
365357.3798,154940.057399999,239,d07833c7293c1b1d8dd50c6468f68348,PG-70060,Tesco Superstore - Midsomer Norton,,,,,,Old Mills,,,Bristol,Somerset,BS39 7SW,,,,,,1,2021/05/04 11:36:08+00,2021/05/04 11:36:08+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Retail car park,,No,365357.37982136,154940.05738875,51.292525,-2.498202
360185.9192,180886.946900001,240,eb926f4de043c626b935656be04d59f4,t54_hu1_2019_008,Lidl - Patchway Bristol,,,,,,Hayes Way,,,Bristol,Gloucestershire,BS34 5BZ,,,,,,1,2021/05/04 11:49:02+00,2021/05/04 11:49:02+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Retail car park,,No,360185.91920983,180886.94694616,51.525482,-2.575285
361186.515,183484.1734,241,e2c75fdd8ccb9ac60cd627d3fc1aafa4,PG-100727,Redrow Homes - South West,,,,,,Glevum Green,,,Gloucestershire,Gloucestershire,GL1 3LG,,,,,,1,2021/05/04 12:02:23+00,2021/05/04 12:02:23+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Private home,,No,361186.51495707,183484.17339832,51.548904,-2.56115
366320.0753,178618.914899999,242,9ee165aded032a2baf9a181faf11a74c,PG-85847,Travelodge - Bristol,,,,,,Fieldfare Emersons Green,,,Bristol,County of Bristol,BS16 7FN,,,,,,1,2021/05/04 12:02:23+00,2021/05/04 12:02:23+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Leisure centre,,No,366320.07534738,178618.91490067,51.50549,-2.48665
366320.0753,178618.914899999,243,3723234ac98423345d6f6d86dc3854cf,PG-85578,Travelodge - Bristol,,,,,,Fieldfare Emersons Green,,,Bristol,County of Bristol,BS16 7FN,,,,,,1,2021/05/04 12:02:24+00,2021/05/04 12:02:24+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Leisure centre,,No,366320.07534738,178618.91490067,51.50549,-2.48665
366320.0753,178618.914899999,244,0a36bfa60ac08928a4eba23d3e0315b5,PG-85581,Travelodge - Bristol,,,,,,Fieldfare Emersons Green,,,Bristol,County of Bristol,BS16 7FN,,,,,,1,2021/05/04 12:02:24+00,2021/05/04 12:02:24+00,POD Point,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,POD Point,PP,http://pod-point.com,020 7247 4114,,POD Point,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Leisure centre,,No,366320.07534738,178618.91490067,51.50549,-2.48665
359503.0293,177368.7535,245,240dd8ff673662ec6cc3ae1224b7c408,RV01034,Horfield Leisure Centre,,,Horfield Leisure Centre,,,Dorian Road,,,Bristol,Avon,BS7 0XW,,,,Alfen,Twin,1,2021/06/01 14:57:08+00,2021/06/01 14:57:08+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,C222,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.GeniePoint.com,No,,No,,,No,,No,,No,Leisure centre,,No,359503.0292623,177368.75349844,51.493801,-2.584722
360389.4162,182782.5638,246,c9ee2cb539ad0b4dfe79ccbc8d3f7fbe,GP10641,The Aztec Centre,,,Aztec Centre,,,Almondsbury,,,Bristol,Avon,BS32 4TD,,,,Alfen,ICU Eve,1,2021/06/01 14:57:13+00,2021/06/01 14:57:13+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,C222,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.GeniePoint.com,No,,No,,,No,,No,,No,Public car park,,No,360389.41620242,182782.56375928,51.54254,-2.572566
358640.517,168640.818299999,247,fba1a595317014321e6e04207201bac8,8101471,Wills Way,,,,,,Wills Way,,,"Bristol, City of",Bristol,BS13 7TJ,,,,Other,Business Pro,1,2021/07/29 05:40:00+00,2021/07/29 05:40:00+00,Shell Recharge Solutions,*No Owner,NOOWN,http://www.national-charge-point-registry.uk/,03007770001,Shell Recharge Solutions,tnmevsel,https://shellrecharge.com/en,07961467661,,Shell Recharge Solutions,In service,Published,0,N,,,No,,No,,No,,,No,,No,,No,Other,,No,358640.51697025,168640.81831323,51.415265,-2.596121
357413.2292,180664.730799999,248,15fa0a043a4d41a380d9c2924c65e461,GP14503,Premier Inn Cribbs Causeway,,,Premier Inn,,Catbrain Lane,,,,Bristol,City of Bristol,BS10 7TQ,,,,Efacec,QC45-ALIX,1,2022/01/06 12:07:51+00,2022/01/06 12:28:25+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2022/01/06 12:28:25+00,Equans EV Solutions,Yes,visit www.geniepoint.co.uk,No,,No,,,Yes,"ANPR in operation, please ensure that you have registered your number plate on your GeniePoint account to avoid penalties. Scan the QR code on the side of the charger for 90 minutes free parking.",No,,No,Hotel / Accommodation,,No,357413.22920103,180664.73075935,51.523281,-2.615222
357413.2292,180664.730799999,249,8e41bc3a65adf0140657739b80141e54,GP14502,Premier Inn Cribbs Causeway,,,Premier Inn,,Catbrain Lane,,,,Bristol,City of Bristol,BS10 7TQ,,,,Efacec,QC45-ALIX,1,2022/01/06 12:15:54+00,2022/01/06 12:30:21+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2022/01/06 12:30:21+00,Equans EV Solutions,Yes,visit www.geniepoint.co.uk,No,,No,,,Yes,"ANPR in operation, please ensure that you have registered your number plate on your GeniePoint account to avoid penalties. Scan the QR code on the side of the charger for 90 minutes free parking.",No,,No,Hotel / Accommodation,,No,357413.22920103,180664.73075935,51.523281,-2.615222
335064.5956,160785.948899999,250,adfca908375dca5910baeea843aaeb0d,OSP00060,The Landing Light Pub & Restaurant,,,The Landing Light Pub,,,Beaufighter Rd,,,Weston-super-Mare,North Somerset,BS24 8EE,,,,Circontrol,Conjunto Raption 50,1,2022/01/10 11:53:16+00,2022/01/10 11:53:16+00,Osprey,Osprey,ENGENIE,http://engenie.co.uk/,0800 058 8400,Osprey,ENGENIE,http://engenie.co.uk/,0800 058 8400,,Osprey,In service,Published,0,N,,,Yes,Visit website for tariff details,No,,No,,,No,,No,,No,Retail car park,,No,335064.59563242,160785.94889459,51.34243,-2.93366
374533.2318,165046.045700001,251,0b74bb1b18d8b678801d79e977e5a27c,RV01040,Charlotte Street Car Park,,,Charlotte Street Car Park,,Charlotte Street,,,,Bath,Bath and North East Somerset,BA1 2NA,,,,Alfen,Eve Fast,1,2022/05/09 11:33:32+00,2022/05/09 11:39:18+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2022/05/09 12:39:18+00,Equans EV Solutions,Yes,visit www.geniepoint.co.uk,No,,Yes,https://beta.bathnes.gov.uk/charlotte-street-car-park-bath,visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,374533.23179802,165046.04571139,51.383881,-2.367336
364727.4587,175856.1577,252,130007db6a7a425ceaba33cfe89e38da,RV01051,"	Page Road Short Stay Car Park",,,Short Stay Car Park,,Page Road,,,,Bristol,City of Bristol,BS16 4NE,,,,Alfen,Eve 22KW,1,2022/07/06 06:41:54+00,2022/07/06 06:41:54+00,The GeniePoint Network,Bristol City Council,O65,http://www.bristol.gov.uk,0117 922 2100,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,Visit www.geniepoint.co.uk,No,,No,,Visit www.geniepoint.co.uk,No,,No,,No,Public car park,,No,364727.45870045,175856.15766573,51.480552,-2.509319
359102.2723,172850.714400001,253,d12ffc3496b137532d0b8210a9534e9a,DRAX_00112,DRAX_00112,,,Novotel Bristol,,,Victoria Street,,,Bristol,Bristol,BS1 6HY,,,,Alfen,NG920-61021,1,2022/09/23 09:23:39+00,2022/09/23 09:53:28+00,Drax Energy Solutions Limited,Ista Energy Solutions,istaenergsol,https://www.ista.com/corporate/,07850601876,Drax Energy Solutions Limited,draxenergysolsltd,https://energy.drax.com/,01473 632565,,Drax Energy Solutions Limited,In service,Published,0,Y,2022/09/23 10:53:28+00,Drax Energy Solutions Limited,Yes,Charge Assist App,No,,No,,,No,,No,,No,Hotel / Accommodation,,No,359102.2722636,172850.71435835,51.45315,-2.58997
359102.2723,172850.714400001,254,5f144f396670d569bf9bcdc22c6027ca,DRAX_00113,DRAX_00113,,,Novotel Bristol,,,Victoria Street,,,Bristol,Bristol,BS1 6HY,,,,Alfen,NG920-61021,1,2022/09/23 09:23:39+00,2022/09/23 09:53:34+00,Drax Energy Solutions Limited,Ista Energy Solutions,istaenergsol,https://www.ista.com/corporate/,07850601876,Drax Energy Solutions Limited,draxenergysolsltd,https://energy.drax.com/,01473 632565,,Drax Energy Solutions Limited,In service,Published,0,Y,2022/09/23 10:53:34+00,Drax Energy Solutions Limited,Yes,Charge Assist App,No,,No,,,No,,No,,No,Hotel / Accommodation,,No,359102.2722636,172850.71435835,51.45315,-2.58997
340856.5508,171243.0046,255,4ae3f7267d74b772c0a8d42865f37ae0,OSP20145,"Bristol Inn, Clevedon",,,"Bristol Inn, Clevedon",,,Bristol Inn,,,Clevedon,North Somerset,BS21 7NL,,,,Tritium,RTM75,1,2022/12/07 14:28:44+00,2022/12/07 14:28:44+00,Osprey,Osprey,ENGENIE,http://engenie.co.uk/,0800 058 8400,Osprey,ENGENIE,http://engenie.co.uk/,0800 058 8400,,Osprey,In service,Published,0,N,,,Yes,Visit website for tariff details,No,,No,,,No,,No,,No,Retail car park,,No,340856.55082528,171243.00464672,51.43708,-2.85226
340856.5508,171243.0046,256,559f6c82132515c6dc615e61a1b5a466,OSP20144,"Bristol Inn, Clevedon",,,"Bristol Inn, Clevedon",,,Bristol Inn,,,Clevedon,North Somerset,BS21 7NL,,,,Tritium,RTM75,1,2022/12/07 14:28:44+00,2022/12/07 14:28:44+00,Osprey,Osprey,ENGENIE,http://engenie.co.uk/,0800 058 8400,Osprey,ENGENIE,http://engenie.co.uk/,0800 058 8400,,Osprey,In service,Published,0,N,,,Yes,Visit website for tariff details,No,,No,,,No,,No,,No,Retail car park,,No,340856.55082528,171243.00464672,51.43708,-2.85226
371124.9,182597.0645,257,f0da727195d739747a412a4153447b6f,GP17080,Morrisons,,,Morrisons Yate,,,Station Road,,,Yate,Gloucestershire,BS37 5PW,,,,Starcharge,Jupiter,1,2022/12/16 15:58:36+00,2023/02/16 13:31:47+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,Y,2023/01/27 17:08:22+00,Equans EV Solutions,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Retail car park,,No,371124.90000967,182597.06447127,51.541526,-2.41775
375467.3942,164262.925899999,258,e33fffbae67c2c271e4aeed8768710c1,RV01045,Revive_BANES,,,Claverton Street Car Park,,,Claverton Street,,,Bath,Somerset,BA2 4JP,,,,Alfen,ALF-EVE-22S22S+2FC,1,2022/12/16 15:58:38+00,2022/12/16 15:58:38+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Public car park,,No,375467.39417522,164262.92594157,51.376881,-2.353858
366606.048,154061.211999999,259,cfc8cca6326732b14712c6c8159bc25a,RV01049,Revive_BANES,,,South Road Car Park,,,South Road,,,Midsomer Norton,Somerset,BA3 2DB,,,,Alfen,ALF-EVE-22S22S,1,2022/12/16 15:58:38+00,2022/12/16 15:58:38+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Public car park,,No,366606.04800633,154061.21203601,51.284698,-2.480212
374533.2318,165046.045700001,260,f50286b8e0edcdb65aa08922db36993b,RV00022,Revive_BANES,,,Charlotte Street Car Park Hub,,,Charlotte Street,,,Bath,Somerset,BA1 2NA,,,,Efacec,EFC-QC45M-50J50C43T+C,1,2022/12/16 15:58:38+00,2022/12/16 15:58:38+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Public car park,,No,374533.23179802,165046.04571139,51.383881,-2.367336
366606.048,154061.211999999,261,76b3ab3925d00210582f4535d7c7f4ea,RV01048,Revive_BANES,,,South Road Car Park,,,South Road,,,Midsomer Norton,Somerset,BA3 2DB,,,,Alfen,ALF-EVE-22S22S,1,2022/12/16 15:58:38+00,2022/12/16 15:58:38+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Public car park,,No,366606.04800633,154061.21203601,51.284698,-2.480212
376079.843,166584.411499999,262,9e9d7a64df7b2c6d1fdbb4af269454c5,RV01047,Revive_BANES,,,Larkhall Car Park,,,St Saviours Road,,,Bath,Somerset,BA1 6RA,,,,Alfen,ALF-TWN-22S22S,1,2022/12/16 15:58:38+00,2022/12/16 15:58:38+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Public car park,,No,376079.84298884,166584.41154875,51.397781,-2.345216
374749.2802,164760.249700001,263,cd2a9769130bc83ddd51998d13ab6849,RV01038,Revive_BANES,,,Kingsmead Square Car Park,,,Kingsmead Street,,,Bath,Somerset,BA1 2AA,,,,Alfen,ALF-EVE-22S22S+2FC,1,2022/12/16 15:58:38+00,2022/12/16 15:58:38+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Retail car park,,No,374749.28023044,164760.24965802,51.381321,-2.364211
374528.2219,165046.1821,264,5eedf209c0f42efdae0ad2ca877cfecb,RV00023,Revive_BANES,,,Charlotte Street Car Park Hub,,,Charlotte Street,,,Bath,Somerset,BA1 2NA,,,,Efacec,EFC-QC45M-50J50C43T+C,1,2022/12/16 15:58:38+00,2022/12/16 15:58:38+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Public car park,,No,374528.22192487,165046.18210932,51.383882,-2.367408
374533.2318,165046.045700001,265,f205ac30bcd736097eb07e55060d75f2,RV00024,Revive_BANES,,,Charlotte Street Car Park Hub,,,Charlotte Street,,,Bath,Somerset,BA1 2NA,,,,Efacec,EFC-QC45M-50J50C43T+C,1,2022/12/16 15:58:38+00,2022/12/16 15:58:38+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Public car park,,No,374533.23179802,165046.04571139,51.383881,-2.367336
374749.2802,164760.249700001,266,58d8e2b3e0c6cef74a997f1b4b5497c7,RV01039,Revive_BANES,,,Kingsmead Square Car Park,,,Kingsmead Street,,,Bath,Somerset,BA1 2AA,,,,Alfen,ALF-EVE-22S22S+2FC,1,2022/12/16 15:58:39+00,2022/12/16 15:58:39+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Retail car park,,No,374749.28023044,164760.24965802,51.381321,-2.364211
358483.5105,173882.174900001,267,663234dbab46dd33830eb04df2e506d1,RV01037,Revive_BCC,,,Kingsdown Sports Centre,,,Portland Street,,,Bristol,Gloucestershire,BS2 8HL,,,,Alfen,ALF-EVE-22S22S+1FC,1,2022/12/16 15:58:39+00,2022/12/16 15:58:39+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Leisure centre,,No,358483.5105479,173882.17490593,51.462379,-2.598996
359503.0293,177368.7535,268,d7954688f371ffeb4330e0a28c2e48d6,RV00020,Revive_BCC,,,Horfield Leisure Centre,,,Dorian Road,,,Horfield,Gloucestershire,BS7 0XW,,,,Efacec,EFC-QC45M-50J50C43T,1,2022/12/16 15:58:39+00,2022/12/16 15:58:39+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Leisure centre,,No,359503.0292623,177368.75349844,51.493801,-2.584722
358483.5105,173882.174900001,269,963e82893dbdc1ab86670eaef29f43a2,RV01036,Revive_BCC,,,Kingsdown Sports Centre,,,Portland Street,,,Bristol,Gloucestershire,BS2 8HL,,,,Alfen,ALF-EVE-7S7S+2FC,1,2022/12/16 15:58:39+00,2022/12/16 15:58:39+00,The GeniePoint Network,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,Equans EV Solutions,evsolut,https://www.equans.co.uk/ev-solutions,02035984087,,The GeniePoint Network,In service,Published,0,N,,,Yes,www.geniepoint.co.uk,No,www.geniepoint.co.uk,No,,,No,,No,,No,Leisure centre,,No,358483.5105479,173882.17490593,51.462379,-2.598996
